ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,ETL_Passivator,HTL_Passivator,Additive,Use_Cl,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Bandgap
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbBr3,one-step,spin2-3,toluene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,8.3,0,1,0,0,1,0,0,1,0,2.275418182
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,"Li+2,6lutidiene",0,0,0,0,8.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,no,0,0,0,0,0,8.3,0,1,0,0,1,0,1,0,0,1.530113848
BCP,C60,FASnI3,one-step,spin,no,DMF+DMSO,PEDOT:PSS,0,0,0,0,Cl,8.31,0,0,1,0,0,1,1,0,0,1.328415
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,NMP+GBL,Spiro-OMeTAD,Li+TBP,0,0,DMII,0,8.36,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,CsPbI2Br,one-step,spin,no,DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.37,1,0,0,0,1,0,0.666666667,0.333333333,0,1.888929762
cTiO2,mTiO2-Li,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,no,0,0,0,0,0,8.4,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,DHPT-SC,0,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,MAPbI3,two-step,spin-spin,no,DMF,CuSCN,0,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,two-step,spin-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
no,CdS-na0rod,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,CuInS2/ZnS,0,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
C60,no,MAPbI3,two-step,CVD,no,na,no,0,0,0,0,Cl,8.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,T1no1,Li+TBP+FK102,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,na,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.4,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3,one-step,spin,no,DMF+DMSO,PEDOT:PSS,0,0,0,0,0,8.5,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,1.629287024
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF+DMSO,PEDOT:PSS,0,0,0,0,0,8.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,no,0,0,0,0,0,8.5,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
cTiO2,TiO2-na0rod,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,PEDOT:PSS,0,0,0,0,0,8.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPb(I0.3Br0.7)xCl3-x,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,8.5,0,1,0,0,1,0,0.3,0.7,0,2.000382792
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,8.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2-mZrO2,FA0.55MA0.25Cs0.2PbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,P3HT,0,0,0,0,0,8.56,0.2,0.25,0.55,0,1,0,1,0,0,1.564122727
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,P3HT,Li+TBP,0,0,0,0,8.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,0,0,0,0,0,8.6,0,1,0,0,1,0,1,0,0,1.530113848
C60,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,0,8.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,na,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,FA0.9Cs0.1PbI3,two-step,spin-spray,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.7,0.1,0,0.9,0,1,0,1,0,0,1.513616667
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,8.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,DOPT-SC,0,0,0,0,0,8.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3HT,0,0,0,0,Cl,8.7,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,8.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF+PVP,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,KTM3,Li+TBP+FK102,0,0,0,0,8.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMA,PTB-DCB21,0,0,0,0,0,8.7,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,CsPbI3,one-step,spin,no,DMF,no,0,0,0,0,0,8.8,1,0,0,0,1,0,1,0,0,1.686142745
ZnO,no,MAPbI3,two-step,spin-dip,no,DMF+TBP,P3HT,Li+TBP,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,mZnO,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,ZnO,MAPbI3,two-step,spin-spin,chlorobenzene,na,PTAA,0,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,8.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
N2200,ZnO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,8.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,DR3TBDTT-PDMS,0,0,0,0,Cl,8.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,PFB,Li+TBP,0,0,0,0,8.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,na,PEDOT:PSS,0,0,0,0,Cl,8.8,0,1,0,0,1,0,1,0,0,1.530113848
ICBA,Bphen,FA0.75MA0.25SnBrI2,one-step,spin,diethylether,DMF+DMSO,PEDOT:PSS,0,0,KSCN,EDADI,0,8.83,0,0.25,0.75,0,0,1,0.666666667,0.333333333,0,1.500266667
TiO2,no,CsPbI3,one-step,spin2-3,anisole,DMF,P3HT,0,0,0,0,0,8.9,1,0,0,0,1,0,1,0,0,1.686142745
ZnO,no,MAPbI3,one-step,spin,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,8.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Q222,Li+TBP,0,0,0,0,8.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,chlorobenzene,DMF,P3HT,Li+TBP,0,0,0,Cl,8.9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,Cu2O,0,0,0,0,Cl,8.9,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,two-step,spin-spin,no,DMF+CHP,PEDOT:PSS,0,0,0,0,0,8.9,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,no,MAPbI3,one-step,spin,no,na,NiOx,0,0,0,0,0,8.9,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,8.9,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,ZnO-na0rod,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP+FK102,0,0,0,0,8.9,0,1,0,0,1,0,1,0,0,1.530113848
BCP,C60,FASnI3,one-step,spin2-3,chlorobenzene,DMSO,PEDOT:PSS,0,0,0,PVA,0,8.92,0,0,1,0,0,1,1,0,0,1.328415
SnO2,no,CsPbBr3,two-step,spin-spin,no,DMF,0,0,0,PMMA,0,0,8.97,1,0,0,0,1,0,0,1,0,2.263672727
SnO2,ZnO,FA0.95Cs0.05PbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,5-AVAI,0,9,0.05,0,0.95,0,1,0,1,0,0,1.518583333
TiO2,no,MAPbI3,one-step,spin2-3,chlorobenzene,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin-OTA,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,TiOx,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,KR122,Li+TBP+FK209,0,0,0,0,9,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMA,Spiro-OMeTAD,Li+TBP,0,0,0,0,9,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,9,0,1,0,0,1,0,1,0,0,1.530113848
SnO2,no,CsPbI2Br,one-step,spin2-3,no,DMF+DMSO,no,0,0,0,0,0,9.05,1,0,0,0,1,0,0.666666667,0.333333333,0,1.888929762
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2-Ag,no,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Me-QTPA,0,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spray,no,na,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF+BAI,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,two-step,spin-print,no,DMF,PEDOT:PSS,0,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin,no,DMF+CHP,PEDOT:PSS,0,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3HT,D-TBP,0,0,0,Cl,9.1,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,toluene,DMF+GBL,PIF8-TAA,Li+TBP,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,2TPA-2-DP,0,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,9.1,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,chlorobenzene,DMF,0,0,0,0,rGO,0,9.16,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin2-3,no,DMF,PEDOT:PSS,0,0,0,0,0,9.2,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,SnO2-ns,MAPbI3,two-step,spin-spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,chlorobenzene+IPA,DMF,PEDOT:PSS,0,0,0,0,Cl,9.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,diethylether,DMSO+GBL,PEDOT:PSS,0,0,0,0,0,9.2,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,mTiO2,0,0,0,0,9.2,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9.2,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9.2,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3HT,0,0,0,0,Cl,9.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,GBL,PDPPDBTE,0,0,0,0,0,9.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.2,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,DMF+DMSO,no,0,0,5-TFMAP,0,0,9.26,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,CsPbI2Br,one-step,spin2-3,no,DMSO,NiOx,0,0,0,0,0,9.3,1,0,0,0,1,0,0.666666667,0.333333333,0,1.888929762
cTiO2,mTiO2,MAPbI3,one-step,spin,no,GBL,no,0,0,0,5AVAI,0,9.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,DPA-TPM,Li+TBP,0,0,0,0,9.3,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM+C60,BCP,MAPbI3,two-step,spin-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,9.3,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,RGO-1,0,0,0,0,0,9.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF+NH4Cl,PEDOT:PSS,0,0,0,0,0,9.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,Ba,MAPb(I0.8Br0.2)3,two-step,CVD,no,na,PEDOT:PSS,polyTPD,0,0,0,0,9.3,0,1,0,0,1,0,0.8,0.2,0,1.740169286
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,P3HT,Li+TBP,0,0,0,Cl,9.3,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,ZnO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,9.3,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,0,0,0,0,0,9.34,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
TiO2,no,CsPbBr3,two-step,evaporation-spin,no,no,no,0,0,0,0,0,9.35,1,0,0,0,1,0,0,1,0,2.263672727
ZnO,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.4,0,1,0,0,1,0,1,0,0,1.530113848
Wox,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9.4,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.4,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,TiO2-na0rod,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.4,0,1,0,0,1,0,1,0,0,1.530113848
ZnO-Cs,no,MAPbI3,one-step,spin,no,DMF+HP,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,NiOx,0,0,0,0,Cl,9.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,one-step,spin2-3,toluene,DMSO+GBL,NiOx,0,0,0,0,0,9.5,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF+NH4I,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,BCP,MAPbI3,two-step,roll-spin,no,DMF,PEDOT:PSS,0,0,0,0,0,9.5,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,ZnO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,9.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMA,PTB-DCB21,Li+TBP,0,0,0,0,9.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.5,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2-mZrO2,FA0.55MA0.25Cs0.2PbI3,one-step,spin2-3,chlorobenzene,DMF+DMSO,no,0,0,0,0,0,9.56,0.2,0.25,0.55,0,1,0,1,0,0,1.564122727
SnO2,no,CsPbBr3,two-step,spin-spin,no,DMF,0,0,0,PMMA,0,0,9.6,1,0,0,0,1,0,0,1,0,2.263672727
ZnO-Li,no,MAPbI3,one-step,spin,no,DMF+HP,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,chlorobenzene,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,P3HT,0,0,0,0,Cl,9.6,0,1,0,0,1,0,1,0,0,1.530113848
BAFB,ZnO,MAPbI3,one-step,spin,no,DMF+DMSO,PEDOT:PSS,0,0,0,0,0,9.6,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.6,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9.6,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS-AgNLP,0,0,0,0,Cl,9.6,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,0,0,0,Cl,9.6,0,1,0,0,1,0,1,0,0,1.530113848
ZnO,no,CsPbIBr2,one-step,spin2-3,no,DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,9.7,1,0,0,0,1,0,0.333333333,0.666666667,0,1.907448485
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,MEH-PPV,0,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,DEPT-SC,0,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,DEPT-SC,0,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin2-3,no,GBL,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,spin-spin,no,DMF,CZTSe-QD,0,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
Ru(acac),no,MAPbI3,two-step,spin-dip,no,DMF,PEDOT:PSS,0,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,no,DMF,PCBM,Li+TBP,0,0,0,Cl,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,two-step,vasp,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.7,0,1,0,0,1,0,1,0,0,1.530113848
cTiO2,mTiO2,MAPbI3,one-step,spin,diethylether,DMF+DMSO,no,0,0,5-TFMAP,0,0,9.71,0,1,0,0,1,0,1,0,0,1.530113848
NDI-graphene,no,FA0.83MA0.17PbI2.63Br0.37,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,0,0,0,0,9.8,0,0.17,0.83,0,1,0,0.876666667,0.123333333,0,1.626249351
PCBM,LiF,MAPbI3,one-step,spin,no,2methoxyethanol+CHP,GO,PEDOT:PSS,0,0,0,0,9.8,0,1,0,0,1,0,1,0,0,1.530113848
no,no,MAPbI3,one-step,spin2-3,chlorobenzene,DMF,PEDOT:PSS,0,0,0,0,0,9.8,0,1,0,0,1,0,1,0,0,1.530113848
PCBM,no,MAPbI3,two-step,spin-spin,no,DMF,Wox,0,0,0,0,0,9.8,0,1,0,0,1,0,1,0,0,1.530113848
TiO2,no,FA0.85MA0.15Pb(I0.85Br0.15)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,0,0,0,0,9.8,0,0.15,0.85,0,1,0,0.85,0.15,0,1.627176705
TiO2,mAl2O3,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,0,0,0,Cl,9.8,0,1,0,0,1,0,1,0,0,1.530113848
